VARNAMES: CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA ERRFLAG_FIT zHEL zHELERR zCMB zCMBERR zHD zHDERR VPEC VPECERR LENSDMU LENSDMUERR MWEBV HOST_NMATCH HOST_NMATCH2 HOST_OBJID HOST_ZPHOT HOST_ZPHOTERR HOST_ZSPEC HOST_ZSPECERR HOST_RA HOST_DEC HOST_ANGSEP HOST_DDLR HOST_CONFUSION HOST_LOGMASS HOST_LOGMASS_ERR HOST_LOGSFR HOST_LOGSFR_ERR HOST_LOGsSFR HOST_LOGsSFR_ERR HOST_COLOR HOST_COLOR_ERR HOST_MAG_g HOST_MAG_i HOST_SBFLUXCAL_g HOST_SBFLUXCAL_i HOST_SBMAG_g HOST_SBMAG_i PKMJDINI SNRMAX1 SNRMAX2 SNRMAX3 SNRSUM BANDLIST PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RADIUS_POP PROB_SCONE PROB_SNIRFV19 PROB_SNNDESCC PROB_SNNJ17 PROB_SNNV19 CUTMASK MU MUMODEL MUERR MUERR_RENORM MUERR_RAW MUERR_VPEC MURES MUPULL M0DIF M0DIFERR CHI2_BEAMS PROBCC_BEAMS biasCor_nevt biasCor_mu biasCorErr_mu biasCor_muCOVSCALE biasCor_muCOVADD IDSAMPLE IZBIN 
SN: 1341423 1341423 10 0 E2 3 0 0.59825 0.00100 0.59710 0.00100 0.59710 0.00189 0 300 0 0 6.57644e-03 1 1 43548 -9 -9 0.59820 1.00000e-03 8.342291 -44.205853 1.14200 1.19000 -9 10.78700 4.70000e-02 0.14300 10.14300 -1.06380e+01 10.14357 1.50900 -999 24.09000 21.33000 3.47000 38.17000 26.14918 23.54569 57373.0430 14.44371 10.98265 8.49959 36.84697 riz 57377.0938 0.5213 -2.53225e-01 0.64547 -1.68070e-01 5.91229e-02 22.82583 5.79236e-02 1.32944e-05 7.09253e-07 1.53273e-02 -3.68932e-07 -2.00645e-08 17 22.09672 0.18103 0.566557 0.99990 0.86970 0.99990 0.99910 1 0 42.47573 42.71021  0.13856  0.1422  0.1856  0.0045 -0.2407 -1.737  0.0062  0.0107 2.86 0.000e+00 10205 0.1795  0.005  0.537 0.0000 6 15 
SN: 1335675 1335675 10 0 C2 3 0 0.60791 0.00100 0.60735 0.00100 0.60735 0.00189 0 300 0 0 1.17290e-02 1 1 41519 -9 -9 0.60790 1.00000e-03 54.840260 -28.879168 0.51200 0.45500 -9 11.04300 1.90000e-02 0.97500 0.17800 -1.00780e+01 0.23022 0.91200 -999 22.71000 20.67000 19.70000 128.33000 24.26383 22.22918 57345.3320 13.22827 10.08433 7.82628 33.23401 riz 57343.2188 0.5949 -7.13861e-01 0.55810 -1.92125e-01 6.17438e-02 23.07724 5.63363e-02 1.05464e-05 5.47228e-07 1.10999e-02 -2.25867e-07 -1.27325e-08 39 31.74992 0.78853 0.683195 0.99950 0.66840 1 0.99960 1 0 42.69747 42.75381  0.14422  0.1480  0.1966  0.0044 -0.0625 -0.434  0.0062  0.0107 0.11 0.000e+00 6195 0.2071  0.006  0.521 0.0000 6 15 
SN: 1332701 1332701 10 0 C1 3 0 0.79232 0.00100 0.79167 0.00100 0.79167 0.00205 0 300 0 0 9.36639e-03 1 3 39820 -9 -9 0.79230 1.00000e-03 54.545448 -27.805120 0.26300 0.42900 -3.60951e+00 10.34800 3.00000e-02 1.09900 0.75000 -9.24200e+00 0.76153 0.74100 -999 24.12000 22.17000 4.88000 29.53000 25.77895 23.82434 57315.2344 12.17266 9.56641 5.44163 29.34024 riz 57318.3242 0.8703 0.12846 0.84660 -2.22250e-01 5.36629e-02 23.50442 6.14449e-02 7.11592e-06 4.02710e-07 1.39941e-02 -2.30471e-07 2.47165e-09 54 59.38849 0.28573 0.742071 0.99940 0.62820 1 0.99360 0.99970 0 43.32008 43.44914  0.11781  0.1194  0.2322  0.0035 -0.1161 -0.986 -0.0129  0.0174 0.49 2.916e-05 1611 0.2484  0.011  0.251 0.0000 6 17 
SN: 1306378 1306378 10 0 S1 3 0 0.36195 0.00100 0.36101 0.00100 0.36101 0.00169 0 300 0 0 6.17282e-02 1 1 10286 -9 -9 0.36200 1.00000e-03 43.755100 -0.032378 0.29700 0.31000 -9 10.46400 1.30000e-02 1.29400 0.12500 -9.15300e+00 0.12748 0.75200 -999 22.20000 20.48000 33.97000 152.78999 23.67226 22.03976 57299.2109 16.17231 15.22324 11.56654 42.48579 griz 57286.3867 0.7765 1.97292 0.60828 0.20294 3.91748e-02 22.48196 4.98526e-02 1.82480e-05 8.37873e-07 1.00455e-02 -3.08754e-07 -2.27441e-08 51 39.58454 0.87704 0.943448 0.98050 0.23910 0.99960 0.93230 0.99370 0 41.55955 41.41664  0.20934  0.2100  0.1249  0.0069  0.1733  0.828 -0.0304  0.0149 1.35 5.284e-04  266 -0.0392  0.032  1.000 0.0269 5 11 
SN: 1336693 1336693 10 0 X2 3 0 0.64929 0.00100 0.64795 0.00100 0.64795 0.00193 0 300 0 0 2.01825e-02 1 1 -16214 -9 -9 0.64930 1.00000e-03 35.409367 -5.765920 3.41500 2.73200 -9 11.13300 2.50000e-02 -2.78000e-01 0.67000 -1.13870e+01 0.67039 1.29900 -999 23.47000 20.80000 0.40000 2.53000 27.50000 26.49220 57339.1562 14.02439 12.02693 9.17465 32.65582 riz 57345.4453 0.6623 -5.99407e-01 0.62294 -6.96327e-02 6.09654e-02 23.17933 5.68432e-02 9.59992e-06 5.02599e-07 1.43779e-02 -2.31500e-07 -1.26059e-08 31 21.83383 0.88816 0.306261 0.99150 0.98620 1 0.99840 1 0 42.77065 42.92393  0.11275  0.1157  0.1921  0.0042 -0.1595 -1.414  0.0062  0.0107 1.43 0.000e+00 3185 -0.1298  0.007  0.333 0.0000 4 15 
SN: 1257605 1257605 10 0 C3 3 0 0.74605 0.00100 0.74535 0.00100 0.74535 0.00201 0 300 0 0 8.61876e-03 1 2 5097 -9 -9 0.74610 1.00000e-03 52.446148 -27.333338 0.38600 0.41000 -4.42472e+00 10.65900 8.00000e-03 3.30000e-02 0.36500 -1.06390e+01 0.36990 0.98900 -999 23.86000 21.41000 6.48000 62.07000 25.47106 23.01780 56607.2773 19.07276 15.61816 12.30134 53.70503 riz 56615.9258 0.5814 1.65103 0.61197 4.39547e-02 3.98832e-02 23.72774 4.74791e-02 5.79301e-06 2.53328e-07 1.03663e-02 -1.28341e-07 -4.33650e-09 47 45.02853 0.55456 0.569513 0.55300 0.81110 0.99990 0.99860 1 0 43.18219 43.29051  0.17465  0.1790  0.1494  0.0037 -0.1262 -0.722  0.0179  0.0134 0.83 0.000e+00 2179 0.0295  0.016  1.000 0.0069 3 16 
SN: 1266015 1266015 10 0 S2 3 0 0.36259 0.00100 0.36160 0.00100 0.36160 0.00169 0 300 0 0 2.62675e-02 1 2 13001 -9 -9 0.36260 1.00000e-03 41.465855 -1.039325 0.17000 0.15200 -5.51184e+00 10.67200 8.40000e-02 -1.29000e-01 9.87100 -1.07820e+01 9.87121 1.54300 -999 22.65000 20.29000 21.83000 180.37000 24.15237 21.85959 56682.0430 14.82134 14.24074 8.37926 38.38242 griz 56679.8555 0.7983 0.43006 0.93995 0.12999 5.10847e-02 22.36666 5.71560e-02 2.02924e-05 1.06825e-06 1.49499e-02 -3.73137e-07 -2.08132e-08 20 10.02187 0.96777 0.456413 0.99760 0.26370 0.99990 0.99920 0.99990 0 41.50152 41.42085  0.24666  0.2473  0.1961  0.0069  0.1111  0.450 -0.0304  0.0149 1.20 7.180e-06 4165 -0.1273  0.007  1.000 0.0211 5 11 
SN: 1264077 1264077 10 0 S1 3 0 0.56572 0.00100 0.56459 0.00100 0.56459 0.00186 0 300 0 0 3.99310e-02 1 1 21123 -9 -9 0.56570 1.00000e-03 41.938271 -0.055700 7.60000e-02 7.90000e-02 -9 10.10300 1.60000e-02 0.31400 2.70000e-02 -9.75900e+00 4.34166e-02 0.61200 -999 23.74000 22.05000 7.37000 34.30000 25.33133 23.66176 56660.0664 10.94344 7.76542 7.30256 23.29730 riz 56665.0820 0.9742 2.45431e-02 1.00385 4.06082e-02 8.48976e-02 23.39723 7.87392e-02 7.85429e-06 5.69604e-07 1.30229e-02 -3.25919e-07 -2.58137e-08 23 29.00066 0.18029 0.135608 0.99600 0.82830 0.93080 0.94240 0.99160 0 42.82499 42.56442  0.20700  0.2096  0.2933  0.0047  0.2669  1.290 -0.0064  0.0110 2.31 1.496e-03 4896 -0.2076  0.006  0.491 0.0000 5 14 
SN: 1262726 1262726 10 0 X3 3 0 0.25478 0.00100 0.25378 0.00100 0.25378 0.00160 0 300 0 0 2.36766e-02 1 3 17837 -9 -9 0.25480 1.00000e-03 36.833012 -4.541700 0.44900 0.26600 -4.76220e+00 10.81000 5.00000e-03 -8.39000e-01 9.16100 -1.15960e+01 9.16709 1.47900 -999 21.85000 19.75000 43.37000 264.56000 23.40703 21.44369 56654.0898 141.64087 83.47543 45.59863 232.03241 gri 56653.2656 0.3087 -2.01030e+00 0.35482 -3.17191e-02 2.86584e-02 21.19401 3.24279e-02 5.97578e-05 1.78480e-06 4.05585e-03 -3.51594e-07 -3.68240e-08 19 8.98910 0.97366 0.678388 0.99980 0.91100 0.99990 0.99900 0.99980 0 40.35512 40.53718  0.11383  0.1134  0.0812  0.0095 -0.1692 -1.487 -0.0128  0.0172 1.66 4.647e-06  573 -0.0567  0.009  1.000 0.0050 2  8 
SN: 1251390 1251390 10 0 S2 3 0 0.43504 0.00100 0.43398 0.00100 0.43398 0.00175 0 300 0 0 2.57607e-02 1 2 12012 -9 -9 0.43500 1.00000e-03 40.859383 -1.746865 0.36900 0.39900 -4.37488e+00 10.49000 3.10000e-02 -3.07000e-01 9.69300 -1.07820e+01 9.69322 1.34700 -999 23.24000 20.86000 12.26000 109.85000 24.77877 22.39800 56567.1758 24.08692 19.65359 8.76908 53.38055 riz 56557.8477 0.4267 -1.18913e-01 0.46572 -4.78068e-02 4.42094e-02 22.29672 5.02625e-02 2.16427e-05 1.00191e-06 7.11962e-03 -2.83110e-07 -3.40101e-08 35 47.11782 8.28384e-02 0.164212 0.91600 0.96000 0.99920 0.99970 0.98970 0 41.79445 41.88525  0.12883  0.1284  0.1229  0.0059 -0.0944 -0.733  0.0036  0.0130 0.24 6.817e-04 8932 -0.0238  0.004  0.901 0.0000 5 12 
SN: 1250120 1250120 10 0 S1 3 0 0.69207 0.00100 0.69088 0.00100 0.69088 0.00197 0 300 0 0 4.93452e-02 1 2 10938 -9 -9 0.69210 1.00000e-03 42.918289 -0.236999 0.20100 0.34500 -4.65310e+00 10.36500 1.90000e-02 -1.22600e+00 8.36200 -1.16030e+01 8.36344 1.40300 -999 25.30000 22.41000 1.77000 22.86000 26.88007 24.10231 56543.2852 9.25953 8.30629 5.59139 26.92736 riz 56549.9648 1.0914 0.24029 1.09694 -1.25113e-02 6.93237e-02 23.46452 7.42984e-02 7.38231e-06 5.05182e-07 4.02055e-02 -4.55472e-07 -1.73519e-08 47 37.32167 0.84287 0.090304 0.96860 0.99750 0.99950 0.99960 0.99860 0 43.13777 43.09181  0.11779  0.1207  0.2294  0.0040  0.0281  0.239  0.0179  0.0134 -0.43 7.485e-05 1146 -0.2497  0.009  0.257 0.0000 5 16 
SN: 1249416 1249416 10 0 S2 3 0 0.33267 0.00100 0.33169 0.00100 0.33169 0.00167 0 300 0 0 2.50885e-02 1 1 13010 -9 -9 0.33270 1.00000e-03 40.912395 -1.748804 0.41500 0.43200 -9 10.50600 1.00000e-02 0.95500 0.25500 -9.53800e+00 0.25828 1.06700 -999 21.83000 20.24000 46.73000 192.17000 23.32601 21.79079 56534.2891 18.83704 13.60618 8.05201 41.01480 griz 56539.9453 0.9417 0.97124 0.87552 -1.37594e-01 3.18769e-02 22.71973 4.25816e-02 1.46591e-05 5.74917e-07 1.05096e-02 -3.35478e-07 -3.64831e-09 35 55.76537 1.43044e-02 0.561398 1.90000e-03 0.31080 0 4.00000e-04 0 0 42.54940 41.20320  0.19214 191.4833  0.1718  0.0075  1.3437  6.993  0.0025  0.0125 4.67 1.000e+00 1116 0.1104  0.009  1.000 0.0061 5 10 
SN: 1256817 1256817 10 0 X3 3 0 0.48100 0.00100 0.47982 0.00100 0.47982 0.00179 0 300 0 0 2.22437e-02 1 1 17494 -9 -9 0.48100 1.00000e-03 36.803795 -4.634438 0.23100 0.23500 -9 10.82000 1.90000e-02 0.48300 0.38500 -1.03540e+01 0.38513 1.34200 -999 22.64000 20.10000 20.30000 186.06000 24.23126 21.82587 56592.1094 35.23932 17.45552 15.76886 62.95536 riz 56597.9492 0.5116 -9.87819e-01 0.38129 -3.54296e-02 4.47694e-02 22.68867 4.64451e-02 1.50845e-05 6.45276e-07 3.29762e-03 -1.14603e-07 -2.09733e-08 26 24.18949 0.56513 0.349811 0.99980 0.96830 0.99970 0.99930 0.99960 0 42.03231 42.14334  0.15307  0.1534  0.1288  0.0054 -0.1073 -0.701 -0.0038  0.0132 0.53 1.137e-05 5615 -0.0552  0.004  1.000 0.0056 2 13 
SN: 1247420 1247420 10 0 X1 3 0 0.15123 0.00100 0.15026 0.00100 0.15026 0.00152 0 300 0 0 1.77315e-02 1 1 14729 -9 -9 0.15120 1.00000e-03 34.056301 -4.197441 2.05700 1.11000 -9 10.81400 2.70000e-02 -10 0 -2.08370e+01 9.70000e-02 1.35700 -999 19.65000 17.94000 103.48000 364.45999 22.46286 21.09587 56547.2109 221.03511 149.87408 -99 454.85703 gr 56548.0234 0.1791 1.19981 0.22910 -2.75800e-02 2.08843e-02 19.51672 2.21222e-02 2.80100e-04 5.70712e-06 6.48062e-04 -7.86890e-07 -7.16688e-08 15 13.91674 0.53185 0.410366 9.00000e-03 0.72200 0.99900 0.99570 0.96480 0 39.18191 39.27078  0.10248  0.1013  0.0704  0.0155 -0.0874 -0.853 -0.0015  0.0368 -0.02 5.482e-04   98 -0.0325  0.015  1.000 0.0041 4  5 
SN: 1247022 1247022 10 0 E2 3 0 0.35859 0.00100 0.35763 0.00100 0.35763 0.00169 0 300 0 0 6.55312e-03 1 2 8151 -9 -9 0.35860 1.00000e-03 9.673444 -44.391026 0.70200 0.60700 -3.47051e+00 10.50700 1.10000e-02 0.80500 0.13900 -9.70600e+00 0.14772 0.77700 -999 21.65000 20.15000 42.90000 170.74001 23.41886 21.91916 56534.1914 17.02422 16.76339 14.48490 41.81178 griz 56533.0273 0.6416 -1.96598e-01 0.57304 0.13176 3.65029e-02 22.83688 4.21605e-02 1.31598e-05 5.11011e-07 1.03792e-02 -1.74975e-07 -1.21991e-08 39 35.40324 0.63470 0.444067 0.98940 0.72730 0.99080 0.99920 0.99970 0 41.88096 41.39289  0.19647  0.1958  0.1105  0.0070  0.4856  2.471  0.0025  0.0125 6.65 3.971e-04 11153 -0.1478  0.004  1.000 0.0251 6 10 
SN: 1259241 1259241 10 0 C2 3 0 0.10582 0.00100 0.10543 0.00100 0.10543 0.00149 0 300 0 0 1.01495e-02 1 1 2993 -9 -9 0.10580 1.00000e-03 54.516796 -28.858683 0.58900 0.31500 -9 10.57800 1.60000e-02 1.15800 0.51800 -9.41300e+00 0.51828 0.87600 -999 19.53000 18.28000 467.70001 1345.07996 20.82508 19.67813 56625.1992 186.07901 158.51071 88.55369 386.31174 gri 56621.5195 0.2247 -1.20437e+00 0.20752 7.60678e-02 2.90573e-02 19.31587 3.87221e-02 3.37016e-04 1.20195e-05 3.00648e-03 -1.52955e-06 -3.01040e-07 24 11.70415 0.98304 0.474825 0.87040 0.82400 0.99990 0.99970 1 0 38.31943 38.43826  0.14642  0.1444  0.0590  0.0216 -0.0694 -0.474 -0.0495  0.0459 0.18 0.000e+00 2930 -0.1022  0.008  1.000 0.0162 6  3 
SN: 1262746 1262746 10 0 X3 3 0 0.23176 0.00100 0.23079 0.00100 0.23079 0.00159 0 300 0 0 2.33600e-02 1 1 20142 -9 -9 0.23180 1.00000e-03 37.156616 -5.162936 1.62200 1.25800 -9 10.48300 4.60000e-02 4.80000e-02 0.19900 -1.05320e+01 0.24447 1.20400 -999 21.22000 19.45000 31.09000 128.32001 23.76845 22.22926 56662.0430 222.10661 127.20140 74.88366 402.79428 griz 56657.8672 0.1421 0.41233 0.15529 2.10076e-02 1.29378e-02 20.88448 1.65366e-02 7.94706e-05 1.21040e-06 6.07892e-04 -9.81191e-08 -1.13615e-08 24 15.31214 0.91129 0.154255 0.99970 1 0.99990 0.99960 1 0 40.29796 40.30409  0.12322  0.1226  0.0401  0.0104  0.0087  0.070 -0.0148  0.0196 -0.39 0.000e+00 2539 -0.0663  0.005  1.000 0.0122 2  7 
SN: 1254002 1254002 10 0 C2 3 0 0.53644 0.00100 0.53591 0.00100 0.53591 0.00183 0 300 0 0 1.16423e-02 1 2 2151 -9 -9 0.53640 1.00000e-03 54.683723 -30.014402 0.53500 0.60300 -3.68625e+00 10.69500 1.60000e-02 -4.57000e-01 2.17100 -1.11570e+01 2.17132 1.43500 -999 23.58000 20.94000 7.42000 81.60000 25.32399 22.72078 56579.1758 19.70470 11.05089 10.51100 37.89631 riz 56577.4766 0.6299 0.14308 0.56879 6.53844e-02 5.17730e-02 23.07118 4.61984e-02 1.06054e-05 4.51264e-07 5.45808e-03 -1.30638e-07 -1.32070e-08 36 29.38942 0.77418 0.223106 0.99920 1 0.99990 0.99760 0.99980 0 42.41394 42.42820  0.14816  0.1499  0.1701  0.0049 -0.0079 -0.053 -0.0064  0.0110 -0.02 1.332e-05 15647 -0.1805  0.004  0.727 0.0000 6 14 
SN: 1632070 1632070 10 0 X2 3 0 0.42627 0.00100 0.42513 0.00100 0.42513 0.00174 0 300 0 0 2.29810e-02 1 1 110432 -9 -9 0.42630 1.00000e-03 35.710827 -6.952427 0.19400 0.14200 -9 9.87100 2.90000e-02 1.08700 0.13900 -8.79100e+00 0.14949 0.38000 -999 23.34000 21.95000 10.28000 40.18000 24.97002 23.48997 57750.0586 14.15912 13.61095 7.77392 37.21490 riz 57743.0312 0.9518 1.42407 0.91489 0.18414 6.97136e-02 23.13212 7.63902e-02 1.00266e-05 7.05452e-07 2.46288e-02 -3.29408e-07 -3.88851e-08 26 27.14102 0.40197 0.775938 0.99410 0.34480 0.99520 0.99820 0.99900 0 42.15260 41.83266  0.25312  0.2522  0.1941  0.0060  0.3164  1.250  0.0036  0.0130 2.61 2.285e-04  915 -0.0487  0.017  1.000 0.0251 4 12 
SN: 1516019 1516019 10 1 E2 3 0 0.42539 0.00100 0.42436 0.00100 0.42436 0.00174 0 300 0 0 5.27218e-03 1 3 104883 -9 -9 0.42540 1.00000e-03 9.958747 -43.564663 0.45700 0.48800 -3.64055e+00 9.14500 6.00000e-02 -1.44000e-01 6.70000e-02 -9.37900e+00 0.36815 0.29500 -999 23.86000 22.73000 4.93000 16.37000 25.76788 24.46488 57694.0273 27.01376 16.41770 11.06953 49.19734 riz 57695.9023 0.4711 -1.36381e+00 0.42465 -1.09150e-01 5.81414e-02 22.61109 6.40982e-02 1.62019e-05 9.56504e-07 9.31250e-03 -2.40569e-07 -4.55996e-08 41 32.83301 0.81457 0.582271 0.99940 0.81070 1 0.99990 1 0 42.02518 41.82785  0.17346  0.1728  0.1398  0.0060  0.1938  1.117  0.0036  0.0130 1.54 0.000e+00 1085 0.0096  0.012  1.000 0.0093 6 12 
SN: 1536021 1536021 10 0 E1 3 0 0.53524 0.00100 0.53410 0.00100 0.53410 0.00183 0 300 0 0 6.09446e-03 1 1 105597 -9 -9 0.53520 1.00000e-03 6.625330 -43.462669 0.73500 1.13400 -9 10.03000 1.20000e-02 -1.57200e+00 0.95500 -1.16030e+01 0.95942 1.42100 -999 25.13000 22.47000 1.99000 22.61000 26.75287 24.11425 57694.0156 9.46549 8.33267 7.33013 28.16073 riz 57700.7383 0.7468 -1.05209e+00 0.72937 0.13298 7.15624e-02 23.29168 7.90557e-02 8.65621e-06 6.30284e-07 1.79515e-02 -2.81838e-07 -3.63862e-08 43 41.78493 0.52398 0.565230 0.99680 0.96220 0.99980 0.99960 0.99970 0 42.42357 42.42029  0.17201  0.1740  0.1925  0.0049  0.0097  0.056 -0.0064  0.0110 0.28 2.335e-05 7038 -0.3837  0.005  0.772 0.0000 6 14 
SN: 1473027 1473027 10 0 C2 3 0 0.50617 0.00100 0.50566 0.00100 0.50566 0.00181 0 300 0 0 1.05153e-02 1 1 103625 -9 -9 0.50620 1.00000e-03 55.319466 -29.310749 1.85100 1.34600 -9 10.60900 2.60000e-02 1.94400 1.80000e-02 -8.66500e+00 3.32866e-02 0.40400 -999 22.34000 20.78000 17.19000 57.50000 24.41181 23.10083 57681.1523 12.92415 9.64689 6.69890 38.35631 riz 57680.3906 0.5151 -3.30682e-01 0.52748 -6.76507e-02 5.40922e-02 22.70990 6.25134e-02 1.47924e-05 8.51704e-07 8.84031e-03 -3.38768e-07 -2.93595e-08 43 61.21880 3.51412e-02 0.251001 0.99970 0.94800 1 0.99930 1 0 42.22198 42.27774  0.14292  0.1433  0.1643  0.0052 -0.0520 -0.364 -0.0038  0.0132 0.04 0.000e+00 17064 -0.0115  0.003  0.723 0.0000 6 13 
SN: 1373042 1373042 10 0 X3 3 0 0.23820 0.00100 0.23720 0.00100 0.23720 0.00159 0 300 0 0 2.48984e-02 1 1 -19024 -9 -9 0.23820 1.00000e-03 36.188477 -4.163778 0.29300 0.15700 -9 10.74200 6.00000e-03 1.07500 4.00000e-02 -9.65200e+00 5.44885e-02 1.15200 -999 21.59000 19.67000 55.31000 285.10001 23.14299 21.36251 57636.2539 91.76884 74.61641 45.63626 209.49590 griz 57634.3672 0.3310 -2.13003e+00 0.32765 -4.18007e-02 2.68397e-02 21.29939 3.34771e-02 5.42303e-05 1.67211e-06 4.40280e-03 -2.79316e-07 -3.44836e-08 39 12.12505 0.99999 0.723553 0.98390 0.76890 0.99990 0.99990 1 0 40.46564 40.37120  0.10219  0.1018  0.0659  0.0101  0.1072  1.050 -0.0128  0.0172 0.33 0.000e+00  573 -0.0504  0.010  1.000 0.0048 2  8 
SN: 1635042 1635042 10 0 E1 3 0 0.55948 0.00100 0.55833 0.00100 0.55833 0.00185 0 300 0 0 5.98685e-03 1 2 110804 -9 -9 0.55950 1.00000e-03 8.290415 -43.226574 0.26400 0.41700 -3.90836e+00 10.31700 3.10000e-02 0.44300 0.46800 -9.86100e+00 0.47277 1.34700 -999 24.35000 21.95000 3.86000 39.50000 26.03353 23.50851 57740.0469 25.63532 21.52239 16.29513 51.75807 riz 57736.5195 0.5983 -3.56164e-01 0.64009 -7.14218e-02 4.50638e-02 22.85178 4.17192e-02 1.29804e-05 4.98769e-07 1.20917e-02 -2.14925e-07 -1.52206e-08 21 37.82175 1.35224e-02 0.266033 0.99700 1 1 0.99930 1 0 42.37836 42.53547  0.11325  0.1146  0.1402  0.0047 -0.1507 -1.331 -0.0064  0.0110 1.21 0.000e+00 16510 -0.0184  0.003  0.613 0.0000 6 14 
SN: 1723034 1723034 10 0 C1 3 0 0.33833 0.00100 0.33784 0.00100 0.33784 0.00167 0 300 0 0 1.04393e-02 1 1 -26013 -9 -9 0.33830 1.00000e-03 54.346664 -27.856716 0.27700 0.17900 -9 10.87100 5.50000e-02 0.60500 0.45500 -1.02370e+01 0.46082 1.45900 -999 22.14000 20 31.06000 229.92999 23.76950 21.59601 57789.0391 17.60141 15.27210 13.19402 38.78452 griz 57792.2734 0.5595 -1.06601e+00 0.78109 1.62183e-02 4.28755e-02 22.16669 5.68576e-02 2.43963e-05 1.27758e-06 2.15018e-02 -7.59743e-07 -3.70498e-08 15 17.82510 0.27197 0.359426 0.99790 0.89430 0.98190 0.94400 0.94850 0 41.36740 41.24860  0.17739  0.1770  0.1317  0.0074  0.1163  0.656  0.0025  0.0125 0.78 2.722e-03 17551 -0.0878  0.003  1.000 0.0128 6 10 
SN: 1409129 1409129 10 0 C3 3 0 0.79436 0.00100 0.79364 0.00100 0.79364 0.00205 0 300 0 0 8.00108e-03 1 2 99789 -9 -9 0.79440 1.00000e-03 52.385773 -27.472460 1.01100 1.13500 -2.67619e+00 9.77900 2.10000e-02 1.34400 0.33800 -8.39400e+00 0.34927 6.90000e-02 -999 23.85000 22.63000 6.06000 16.74000 25.54382 24.44061 57666.3438 25.32604 18.42208 14.37203 59.83780 riz 57665.7305 0.6818 2.11427 0.60847 -6.48136e-03 4.10654e-02 23.82909 4.73206e-02 5.27670e-06 2.29979e-07 4.40310e-03 -1.10807e-07 -1.80261e-09 46 50.92416 0.28600 0.705088 0.92880 0.90930 0.99990 0.99940 0.99930 0 43.40610 43.45577  0.20882  0.2116  0.1790  0.0035 -0.0368 -0.176 -0.0129  0.0174 0.69 3.475e-05  576 0.1105  0.024  1.000 0.0103 3 17 
SN: 1531033 1531033 10 0 E2 3 0 0.61002 0.00100 0.60888 0.00100 0.60888 0.00190 0 300 0 0 8.68962e-03 1 1 105671 -9 -9 0.61000 1.00000e-03 8.979670 -44.621311 0.70300 0.65400 -9 10.86200 1.70000e-02 1.01600 0.35700 -9.91100e+00 0.37074 1.23700 -999 23.82000 21.35000 5.85000 65.94000 25.58211 22.95213 57694.0352 7.81578 7.01571 6.03150 20.58313 riz 57690.8555 1.0472 -1.36830e+00 0.84115 2.45011e-02 9.15711e-02 23.64694 8.18037e-02 6.24057e-06 4.70190e-07 1.48415e-02 -2.43352e-07 -1.95874e-08 47 24.87305 0.99671 0.463355 0.99470 0.95330 0.99960 0.99950 0.99960 0 42.99034 42.76116  0.21528  0.2209  0.2965  0.0044  0.2230  1.036  0.0062  0.0107 1.80 6.342e-05 7801 -0.3075  0.005  0.519 0.0000 6 15 
SN: 1368133 1368133 10 0 X3 3 0 0.27720 0.00100 0.27618 0.00100 0.27618 0.00162 0 300 0 0 2.60342e-02 1 1 406279 -9 -9 0.27720 1.00000e-03 36.743748 -3.868896 0.60300 0.79900 -9 9.47600 1.00000e-02 -1.95000e-01 0.27200 -9.65200e+00 0.27464 0.84400 -999 23.14000 21.73000 11.95000 44.02000 24.80658 23.39087 57626.2539 93.79604 69.99340 50.79475 205.27409 griz 57627.8672 0.1868 -4.08490e-01 0.16007 0.11821 1.54590e-02 21.92368 2.05516e-02 3.05160e-05 5.77627e-07 8.67547e-04 -4.74158e-08 -6.77650e-09 39 39.73916 0.43698 0.416912 0.99520 0.92750 0.99990 0.99970 1 0 40.76795 40.74620  0.24656  0.2444  0.0433  0.0088  0.0353  0.143 -0.0136  0.0162 1.01 0.000e+00  614 0.0257  0.018  1.000 0.0576 2  9 
SN: 1574028 1574028 10 0 E1 3 0 0.65712 0.00100 0.65589 0.00100 0.65589 0.00194 0 300 0 0 6.74161e-03 1 2 107422 -9 -9 0.65710 1.00000e-03 7.415302 -43.250103 0.47200 0.42800 -4.24628e+00 10.93700 5.50000e-02 -5.10000e-02 5.72300 -1.09430e+01 5.72313 1.30200 -999 23.82000 20.99000 6.83000 95.40000 25.41395 22.55113 57718.0312 8.55988 5.82675 5.34374 22.38440 riz 57721.3438 1.0439 -2.15004e+00 0.85879 -2.08975e-01 8.63866e-02 23.55498 7.29167e-02 6.79218e-06 4.56154e-07 2.35907e-02 -2.49689e-07 -1.24702e-08 35 28.42563 0.77640 0.999429 0.98380 0.45950 0.99680 0.95740 0.99030 0 43.08029 42.95567  0.18431  0.1892  0.2780  0.0041  0.1184  0.643  0.0062  0.0107 0.83 9.633e-04 2680 0.1128  0.009  0.432 0.0000 6 15 
