CID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD
1314897,1314897,10,1,0.33769,0.00100,0.33662,0.00100,0.33662,0.00167,0.00,300.00,0.02,0.3377,0.001,36.606773,-4.154642,1.937,1.19,10.90,0.01,1.10,-999.00,57301.9688,0.3148,-0.0867,0.2594,-0.0273,0.0330,21.6838,0.0309,21.8144,3.8059E-05,1.0822E-06,-0.0000,-0.0000,-0.0000,17,0.0028,0.9866,1.0000,0.9994,0.9870,0.9997,41.1376,0.1475,0.0000,-0.0405,1.0000,0.0052
1315191,1315191,10,0,0.58471,0.00100,0.58357,0.00100,0.58357,0.00187,0.00,300.00,0.04,0.5847,0.001,42.135784,0.28228000000000003,0.942,1.01,10.53,0.05,1.29,-999.00,57006.9180,0.8299,1.6700,0.6548,-0.0537,0.0602,23.0592,0.0591,23.3652,1.0723E-05,5.8384E-07,0.0088,-0.0000,-0.0000,29,0.7406,0.9987,0.8897,1.0000,0.9986,1.0000,42.6884,0.1399,0.0000,0.1488,0.4500,0.0000
1315192,1315192,10,1,0.22800,0.00100,0.22714,0.00100,0.22714,0.00158,0.00,300.00,0.05,0.228,0.001,42.985901,-0.523071,0.0,0.00,10.44,0.01,1.07,-999.00,57008.5742,0.2620,1.0997,0.2108,0.0923,0.0165,20.8754,0.0232,20.8047,8.0138E-05,1.7140E-06,0.0008,-0.0000,-0.0000,32,0.7911,0.9983,0.8836,1.0000,1.0000,1.0000,40.1279,0.1572,0.0000,-0.0215,1.0000,0.0199
1315197,1315197,10,0,0.20910,0.00100,0.20823,0.00100,0.20823,0.00157,0.00,300.00,0.04,0.2091,0.001,42.266914,0.116694,0.275,0.23,10.15,0.07,1.31,-999.00,57006.8555,0.2478,-1.3199,0.1842,-0.0073,0.0206,20.7757,0.0274,20.6644,8.7841E-05,2.2128E-06,0.0009,-0.0000,-0.0000,37,0.9946,0.9999,0.9800,1.0000,1.0000,1.0000,39.9876,0.1093,0.0000,-0.0595,1.0000,0.0067
1315259,1315259,10,1,0.22896,0.00002,0.22806,0.00002,0.22806,0.00123,0.00,300.00,0.03,0.0,0.0,40.863548,-1.602379,4.937,2.60,11.38,0.01,1.25,-999.00,57004.7656,0.2422,-0.2980,0.1695,0.0786,0.0177,21.1247,0.0241,20.9129,6.3697E-05,1.4145E-06,0.0008,-0.0000,-0.0000,39,0.2117,0.9923,0.9867,1.0000,1.0000,1.0000,40.2361,0.1516,0.0000,-0.0626,1.0000,0.0185
1315296,1315296,10,1,0.41363,0.00100,0.41257,0.00100,0.41257,0.00173,0.00,300.00,0.03,0.4136,0.001,40.301476,-0.7641720000000001,0.846,0.96,9.61,0.02,0.29,-999.00,57004.9141,0.9644,1.4371,0.6634,0.1864,0.0506,22.8207,0.0589,22.4347,1.3357E-05,7.2475E-07,0.0051,-0.0000,-0.0000,28,0.4196,0.8197,0.5273,0.9831,0.9995,0.9876,41.7579,0.2289,0.0002,0.0174,1.0000,0.0254
1315570,1315570,10,0,0.61334,0.00100,0.61273,0.00100,0.61273,0.00190,0.00,300.00,0.01,0.6133,0.001,53.304306000000004,-28.793615000000003,1.688,1.80,10.80,0.02,1.11,-999.00,57302.6680,0.3228,0.7540,0.2233,-0.0936,0.0250,23.1039,0.0247,23.4696,1.0291E-05,2.3427E-07,0.0012,-0.0000,-0.0000,84,0.7102,0.9972,1.0000,1.0000,0.9981,1.0000,42.7928,0.1322,0.0000,0.0662,1.0000,0.0076
1315795,1315795,10,0,0.37862,0.00100,0.37813,0.00100,0.37813,0.00170,0.00,300.00,0.01,0.3786,0.001,55.124214,-27.538908000000003,2.234,0.80,11.51,0.12,1.55,-999.00,57003.3281,0.4427,-1.1773,0.3667,0.2025,0.0361,22.5704,0.0504,21.9900,1.6820E-05,7.8153E-07,0.0049,-0.0000,-0.0000,49,0.5924,0.9372,0.8656,0.9931,0.9981,0.3036,41.3132,0.2044,0.0332,-0.2217,1.0000,0.0280
1315806,1315806,10,0,0.69590,0.00100,0.69525,0.00100,0.69525,0.00197,0.00,300.00,0.01,0.6959,0.001,53.461861,-27.387533,0.139,0.21,10.65,0.08,1.34,-999.00,57001.6836,0.7831,-2.3459,0.7572,-0.2662,0.0971,23.7226,0.0851,23.9384,5.8205E-06,4.5632E-07,0.0235,-0.0000,-0.0000,43,0.0910,0.9958,0.1887,0.9999,0.9985,0.9998,43.2616,0.1945,0.0000,0.2556,0.3790,0.0000
1315818,1315818,10,0,0.55274,0.00100,0.55218,0.00100,0.55218,0.00185,0.00,300.00,0.01,0.5527,0.001,54.610168,-27.541846999999997,0.163,0.24,10.09,0.06,0.93,-999.00,57005.2578,0.8634,0.0992,0.6273,0.0824,0.0590,23.3470,0.0609,23.3515,8.2263E-06,4.6163E-07,0.0052,-0.0000,-0.0000,41,0.9520,0.9975,0.9833,0.9999,0.9998,0.9998,42.6747,0.1680,0.0000,-0.2267,0.6800,0.0000
1315832,1315832,10,0,0.62968,0.00100,0.62910,0.00100,0.62910,0.00191,0.00,300.00,0.01,0.6297,0.001,54.635948,-28.219814000000003,0.969,1.42,9.98,0.03,0.48,-999.00,56999.6133,0.8885,-0.2272,0.9395,-0.0667,0.0754,23.3303,0.0899,23.5277,8.3536E-06,6.9184E-07,0.0255,-0.0000,-0.0000,37,0.2071,0.9420,0.9009,0.9727,0.9782,0.8872,42.8509,0.2130,0.0029,-0.0446,0.6690,0.0000
1315890,1315890,10,0,0.56815,0.00100,0.56699,0.00100,0.56699,0.00186,0.00,300.00,0.01,0.5681,0.001,8.337059,-42.885231,0.517,0.52,10.47,0.02,1.01,-999.00,57000.3281,0.9852,-1.3827,0.8261,0.1320,0.0951,23.7822,0.0929,23.6116,5.5096E-06,4.7119E-07,0.0171,-0.0000,-0.0000,29,0.8607,0.9429,0.9003,0.9966,0.9905,0.9499,42.9348,0.2356,0.0039,-0.4446,0.6560,0.0000
1315910,1315910,10,0,0.39468,0.00100,0.39365,0.00100,0.39365,0.00172,0.00,300.00,0.01,0.3947,0.001,8.214147,-43.093185,1.26,0.94,10.88,0.01,0.77,-999.00,57001.0273,0.6779,-0.9084,0.6990,0.1450,0.0786,23.2800,0.0913,22.9011,8.7495E-06,7.3615E-07,0.0141,-0.0000,-0.0000,27,0.5860,0.9922,0.6872,0.9998,0.9984,0.9882,42.2243,0.2603,0.0048,-0.2004,1.0000,0.0215
1315947,1315947,10,0,0.73849,0.00100,0.73781,0.00100,0.73781,0.00201,0.00,300.00,0.01,0.7385,0.001,52.611301,-28.142172,0.698,0.92,10.40,0.03,1.20,-999.00,57002.7422,0.4416,-0.2020,0.3141,-0.1043,0.0334,23.5475,0.0312,23.7698,6.8390E-06,1.9633E-07,0.0020,-0.0000,-0.0000,36,0.9017,0.6987,0.9717,0.9999,0.9990,1.0000,43.0930,0.1615,0.0000,0.0891,1.0000,0.0082
1315950,1315950,10,0,0.36000,0.00100,0.35948,0.00100,0.35948,0.00169,0.00,300.00,0.01,0.36,0.001,53.294842,-27.957588,1.156,1.40,10.69,0.05,1.56,-999.00,57001.4609,0.2504,-1.7277,0.1721,-0.0800,0.0190,22.0759,0.0221,22.0805,2.6524E-05,5.3937E-07,0.0000,-0.0000,-0.0000,40,0.8846,0.9932,0.9888,1.0000,0.9999,1.0000,41.4037,0.1079,0.0000,-0.0143,1.0000,0.0040
1315974,1315974,10,0,0.81246,0.00100,0.81174,0.00100,0.81174,0.00207,0.00,300.00,0.01,0.8125,0.001,52.042503,-28.777254,2.367,2.20,10.79,0.02,0.77,-999.00,56997.6094,0.7212,-1.2401,0.5258,0.0464,0.0639,24.3640,0.0546,24.2698,3.2240E-06,1.6214E-07,0.0032,-0.0000,-0.0000,40,0.9275,0.9270,0.9920,0.9994,0.9991,0.9973,43.5930,0.2057,0.0001,-0.2312,0.7540,0.0000
1316385,1316385,10,1,0.14784,0.00100,0.14740,0.00100,0.14740,0.00152,0.00,300.00,0.01,0.1478,0.001,53.52598199999999,-27.632095,0.074,0.07,9.91,0.04,1.10,-999.00,57019.8477,0.1127,0.9334,0.0961,0.0072,0.0128,19.5720,0.0164,19.6681,2.6620E-04,4.0240E-06,0.0002,-0.0000,-0.0000,65,0.9852,0.9999,0.9838,1.0000,0.9989,1.0000,38.9913,0.1298,0.0000,0.0128,1.0000,0.0133
1316461,1316461,10,0,0.61047,0.00100,0.60984,0.00100,0.60984,0.00190,0.00,300.00,0.01,0.6105,0.001,52.581058999999996,-28.748797999999997,0.712,0.67,10.96,0.03,1.40,-999.00,57008.9141,0.5382,-1.3946,0.3627,-0.0194,0.0495,23.3267,0.0369,23.2569,8.3813E-06,2.8453E-07,0.0030,-0.0000,-0.0000,25,0.0779,0.9995,0.9500,1.0000,0.9996,0.9991,42.5801,0.1886,0.0000,-0.0752,1.0000,0.0088
1316465,1316465,10,1,0.32961,0.00100,0.32909,0.00100,0.32909,0.00166,0.00,300.00,0.01,0.3296,0.001,52.797436,-27.958868,1.589,1.45,9.12,0.02,0.46,-999.00,57021.5352,0.1556,0.4727,0.1442,-0.0040,0.0151,21.7161,0.0198,21.7823,3.6946E-05,6.7294E-07,0.0006,-0.0000,-0.0000,32,0.6088,0.9962,1.0000,1.0000,0.9996,1.0000,41.1055,0.1343,0.0000,0.0035,1.0000,0.0138
1316487,1316487,10,0,0.77696,0.00100,0.77627,0.00100,0.77627,0.00204,0.00,300.00,0.01,0.777,0.001,53.017178,-28.068138,0.937,0.81,11.22,0.01,1.49,-999.00,57003.0898,0.9699,-1.2781,0.6599,-0.0517,0.0759,24.5145,0.0671,24.5174,2.8069E-06,1.7350E-07,0.0045,-0.0000,0.0000,37,0.7692,0.9593,0.9840,0.9999,0.9993,0.9997,43.8406,0.2978,0.0000,-0.0285,1.0000,0.0048
1316626,1316626,10,0,0.61667,0.00100,0.61601,0.00100,0.61601,0.00190,0.00,300.00,0.01,0.6167,0.001,51.751858,-28.535896,0.194,0.32,9.93,0.03,1.03,-999.00,57020.6172,0.3851,0.7381,0.3369,0.0328,0.0352,23.4677,0.0370,23.4689,7.3610E-06,2.5055E-07,0.0037,-0.0000,-0.0000,27,0.6130,0.9957,0.9980,1.0000,0.9985,1.0000,42.7921,0.1964,0.0000,-0.0035,1.0000,0.0231
1316701,1316701,10,0,0.36213,0.00100,0.36115,0.00100,0.36115,0.00169,0.00,300.00,0.05,0.3621,0.001,42.271244,-0.307056,0.448,0.48,9.56,0.02,0.55,-999.00,57013.6680,0.4715,-1.5695,0.4516,0.0509,0.0393,22.5326,0.0502,22.1749,1.7416E-05,8.0511E-07,0.0066,-0.0000,-0.0000,34,0.5986,0.8870,0.9342,0.9972,0.9998,0.9999,41.4981,0.1916,0.0000,-0.0724,1.0000,0.0221
1316831,1316831,10,0,0.43966,0.00100,0.43848,0.00100,0.43848,0.00175,0.00,300.00,0.02,0.4397,0.001,35.065357,-4.2238169999999995,1.725,0.99,10.74,0.01,0.82,-999.00,57013.4062,0.5417,-0.0283,0.5469,-0.0047,0.0502,22.5290,0.0541,22.6292,1.7475E-05,8.7048E-07,0.0061,-0.0000,-0.0000,25,0.9663,0.9983,0.9933,1.0000,0.9999,1.0000,41.9524,0.1438,0.0000,-0.0712,0.8730,0.0000
1316853,1316853,10,0,0.69445,0.00100,0.69304,0.00100,0.69304,0.00197,0.00,300.00,0.02,0.6945,0.001,34.174178999999995,-5.504630000000001,1.295,1.51,9.27,0.04,-0.07,-999.00,57011.8281,0.7617,1.3590,0.7326,-0.0429,0.0509,23.3164,0.0491,23.6943,8.4613E-06,3.8239E-07,0.0084,-0.0000,-0.0000,31,0.2625,0.9811,0.9900,0.9974,0.7056,0.9907,43.0176,0.1119,0.0002,-0.0442,0.2890,0.0000
1316989,1316989,10,0,0.55474,0.00100,0.55343,0.00100,0.55343,0.00185,0.00,300.00,0.02,0.5547,0.001,33.797794,-4.74528,2.288,1.76,11.06,0.01,0.86,-999.00,57294.3008,0.9855,-0.1098,0.8863,0.0225,0.0872,22.7545,0.1090,22.8593,1.4197E-05,1.4245E-06,0.0115,-0.0000,-0.0000,36,0.9676,0.9998,0.8540,0.9998,0.9996,0.9999,42.1825,0.2062,0.0000,-0.1739,0.4930,0.0000
1317164,1317164,10,1,0.15555,0.00100,0.15459,0.00100,0.15459,0.00153,0.00,300.00,0.02,0.1556,0.001,34.285286,-4.29746,2.663,1.39,10.82,0.06,1.64,-999.00,57296.6133,0.2773,-2.2289,0.1751,0.1529,0.0249,20.6138,0.0393,19.8814,1.0197E-04,3.6937E-06,0.0014,-0.0000,-0.0000,35,0.2127,0.0570,0.6171,0.9999,0.9998,1.0000,39.2046,0.1724,0.0000,-0.0842,1.0000,0.0242
1317277,1317277,10,1,0.23810,0.00100,0.23710,0.00100,0.23710,0.00159,0.00,300.00,0.02,0.2381,0.001,35.903202,-5.481431,0.209,0.26,10.09,0.07,1.50,-999.00,57007.8047,0.2706,-1.6945,0.2492,0.0227,0.0220,21.2450,0.0288,21.0012,5.7014E-05,1.5131E-06,0.0016,-0.0000,-0.0000,44,0.4056,0.9827,0.9412,1.0000,0.9999,1.0000,40.3245,0.1295,0.0000,-0.0809,1.0000,0.0109
1317372,1317372,10,0,0.74535,0.00100,0.74393,0.00100,0.74393,0.00201,0.00,300.00,0.02,0.7454,0.001,35.435703000000004,-4.616798999999999,0.573,0.56,11.20,0.01,1.15,-999.00,57007.3008,0.6686,-0.5356,0.4260,-0.1967,0.0444,23.6533,0.0383,23.9251,6.2043E-06,2.1884E-07,0.0039,-0.0000,0.0000,24,0.9717,0.9986,0.8387,1.0000,0.9992,1.0000,43.2483,0.1861,0.0000,0.2740,0.9540,0.0000
1317496,1317496,10,0,0.64554,0.00100,0.64429,0.00100,0.64429,0.00193,0.00,300.00,0.01,0.6455,0.001,7.306723,-42.116749,0.199,0.43,8.81,0.12,0.40,-999.00,57009.7969,1.0621,1.1744,0.8528,-0.0809,0.0626,23.5711,0.0574,23.8876,6.6921E-06,3.5382E-07,0.0108,-0.0000,-0.0000,27,0.8021,0.9983,0.8882,1.0000,0.9991,1.0000,43.2108,0.1927,0.0000,0.1060,0.6190,0.0000
1317526,1317526,10,0,0.43276,0.00100,0.43160,0.00100,0.43160,0.00175,0.00,300.00,0.02,0.4328,0.001,35.957134,-3.998689,0.059,0.08,9.16,0.02,0.33,-999.00,57011.5469,0.3165,-0.8777,0.3044,-0.0468,0.0328,22.6259,0.0349,22.6524,1.5983E-05,5.1370E-07,0.0019,-0.0000,-0.0000,20,0.8385,0.9934,1.0000,0.9999,0.9998,0.9961,41.9756,0.1298,0.0000,-0.0407,1.0000,0.0062
1317612,1317612,10,1,0.10525,0.00100,0.10442,0.00100,0.10442,0.00149,0.00,300.00,0.00,0.1053,0.001,6.8554580000000005,-42.849998,2.913,1.54,10.72,0.01,1.68,-999.00,57014.4219,0.2992,-0.9971,0.1239,0.0534,0.0211,19.2626,0.0268,19.0220,3.5397E-04,8.7437E-06,-0.0000,-0.0000,-0.0000,13,0.9402,0.9993,0.9193,0.9999,0.9908,0.9960,38.3453,0.1520,0.0000,-0.0675,1.0000,0.0148
1317666,1317666,10,1,0.14227,0.00100,0.14136,0.00100,0.14136,0.00152,0.00,300.00,0.02,0.1423,0.001,36.771015000000006,-5.002413,2.447,1.50,10.06,0.01,1.08,-999.00,57301.5977,0.1818,-0.1647,0.0982,0.0619,0.0167,20.1697,0.0207,20.0282,1.5351E-04,2.9257E-06,-0.0000,-0.0000,-0.0000,27,0.9993,0.9998,0.9505,0.9996,0.9996,1.0000,39.3514,0.1700,0.0000,-0.0592,1.0000,0.0251
1317724,1317724,10,0,0.46890,0.00100,0.46775,0.00100,0.46775,0.00178,0.00,300.00,0.03,0.4689,0.001,37.337154,-4.721061,1.1,1.36,10.41,0.04,1.15,-999.00,57017.5898,0.3468,1.3208,0.3194,-0.0068,0.0317,22.7029,0.0339,22.9455,1.4888E-05,4.6429E-07,0.0025,-0.0000,-0.0000,18,0.9728,0.9996,0.9578,1.0000,0.9997,1.0000,42.2688,0.1325,0.0000,0.0098,1.0000,0.0063
1317783,1317783,10,0,0.39534,0.00100,0.39436,0.00100,0.39436,0.00172,0.00,300.00,0.07,0.3953,0.001,43.108295,0.702503,0.344,0.52,9.04,0.02,0.03,-999.00,57302.2617,0.4494,1.0491,0.3380,0.0107,0.0408,22.1624,0.0460,22.2544,2.4494E-05,1.0367E-06,0.0023,-0.0000,-0.0000,39,0.9884,0.9979,0.8425,1.0000,1.0000,1.0000,41.5776,0.1704,0.0000,0.0247,1.0000,0.0141
1317956,1317956,10,0,0.87068,0.00100,0.86917,0.00100,0.86917,0.00212,0.00,300.00,0.02,0.8707,0.001,36.10709,-4.745394,0.102,0.10,11.22,0.04,1.26,-999.00,57007.8125,1.2528,-1.3517,0.7076,-0.1194,0.1810,24.3212,0.0612,24.4352,3.3537E-06,1.8904E-07,-0.0076,-0.0000,0.0000,16,0.4584,0.9960,0.8803,0.9970,0.9996,0.8699,43.7584,0.3169,0.0043,0.0597,0.2750,0.0000
1318052,1318052,10,0,0.48127,0.00100,0.48068,0.00100,0.48068,0.00179,0.00,300.00,0.01,0.4813,0.001,52.43004200000001,-28.082144,1.636,2.54,8.96,0.01,0.30,-999.00,57307.7617,0.3830,0.5955,0.2565,0.1383,0.0268,23.2509,0.0296,22.8747,8.9873E-06,2.4512E-07,0.0003,-0.0000,-0.0000,40,0.0594,0.9764,0.8418,0.9863,0.9990,0.9901,42.1979,0.2302,0.0001,0.0221,1.0000,0.0427
1318126,1318126,10,0,0.37397,0.00100,0.37298,0.00100,0.37298,0.00170,0.00,300.00,0.01,0.374,0.001,8.341279,-44.36039,1.331,1.75,9.41,0.03,0.58,-999.00,57010.7422,0.2518,-0.3286,0.2820,-0.1064,0.0179,21.8900,0.0206,22.1331,3.1478E-05,5.9661E-07,0.0015,-0.0000,-0.0000,30,0.5231,0.9995,0.9131,1.0000,1.0000,1.0000,41.4563,0.1197,0.0000,0.0171,1.0000,0.0077
1318158,1318158,10,0,0.78733,0.00100,0.78604,0.00100,0.78604,0.00205,0.00,300.00,0.01,0.7873,0.001,10.231506,-43.54594,0.292,0.36,10.90,0.01,1.26,-999.00,57007.9727,1.5242,0.4259,0.9539,0.0700,0.0782,23.9554,0.0700,24.2976,4.6974E-06,3.0306E-07,0.0065,-0.0000,0.0000,27,0.2114,0.9871,0.9688,0.9827,0.9969,0.9770,43.6208,0.1455,0.0010,-0.4733,0.2070,0.0000
1318235,1318235,10,0,0.36101,0.00100,0.36002,0.00100,0.36002,0.00169,0.00,300.00,0.03,0.361,0.001,41.573505,-0.517679,1.093,1.14,9.84,0.01,0.44,-999.00,57013.8281,0.3522,0.4773,0.3445,-0.0052,0.0229,22.1572,0.0295,22.2344,2.4610E-05,6.6804E-07,0.0031,-0.0000,-0.0000,33,0.0020,0.9859,0.9900,0.2606,0.9412,0.9993,41.5577,0.1478,0.0000,-0.0030,1.0000,0.0136
1318266,1318266,10,0,0.40726,0.00100,0.40626,0.00100,0.40626,0.00173,0.00,300.00,0.01,0.4073,0.001,8.878565,-44.726428999999996,0.2,0.18,10.99,0.03,1.57,-999.00,57017.0820,0.5844,-1.7668,0.5244,-0.0505,0.0607,22.4439,0.0625,22.4053,1.8899E-05,1.0880E-06,0.0054,-0.0000,-0.0000,19,0.9862,0.9990,0.8623,1.0000,1.0000,1.0000,41.7285,0.1838,0.0000,-0.0692,1.0000,0.0037
1318304,1318304,10,0,0.39869,0.00100,0.39764,0.00100,0.39764,0.00172,0.00,300.00,0.02,0.3987,0.001,40.449535,-0.407788,1.011,1.32,9.62,0.02,0.90,-999.00,57019.5430,0.3915,2.0339,0.4735,0.1327,0.0407,22.3575,0.0504,22.1004,2.0465E-05,9.5076E-07,0.0080,-0.0000,-0.0000,24,0.8511,0.9850,0.3317,0.9998,0.9991,0.9997,41.4236,0.2000,0.0000,0.1518,1.0000,0.0257
1318460,1318460,10,0,0.36704,0.00100,0.36604,0.00100,0.36604,0.00169,0.00,300.00,0.03,0.367,0.001,41.573906,-0.670686,0.245,0.38,8.73,0.03,0.24,-999.00,57020.6172,0.2719,0.0393,0.3494,0.0533,0.0266,22.0080,0.0385,21.8709,2.8235E-05,1.0014E-06,0.0048,-0.0000,-0.0000,25,0.1089,0.9803,1.0000,1.0000,0.9999,1.0000,41.1941,0.1743,0.0000,-0.0415,1.0000,0.0222
1318659,1318659,10,0,0.42403,0.00100,0.42354,0.00100,0.42354,0.00174,0.00,300.00,0.01,0.424,0.001,55.06525,-29.327761,0.295,0.66,8.82,0.04,0.30,-999.00,57012.3711,1.1498,-1.3555,0.8359,0.1547,0.0876,23.5013,0.0959,22.9390,7.1367E-06,6.3063E-07,0.0045,-0.0000,-0.0000,34,0.2673,0.0000,0.5889,0.0026,0.1653,0.0003,42.2622,4.8049,0.9959,-0.1569,1.0000,0.0274
1318661,1318661,10,0,0.34498,0.00100,0.34451,0.00100,0.34451,0.00168,0.00,300.00,0.01,0.345,0.001,55.129574,-28.489967,0.376,0.26,10.79,0.02,1.49,-999.00,57006.9766,0.9472,-2.0495,0.6480,0.0226,0.0364,22.4547,0.0578,22.1871,1.8711E-05,9.9688E-07,0.0030,-0.0000,-0.0000,50,0.1735,0.1822,0.9181,0.0022,0.9999,0.1180,41.5103,0.2028,0.1656,-0.1136,1.0000,0.0124
1318689,1318689,10,0,0.49392,0.00100,0.49338,0.00100,0.49338,0.00180,0.00,300.00,0.01,0.4939,0.001,53.997478,-29.956131,0.483,0.97,8.74,0.06,0.13,-999.00,57014.4023,0.7095,0.6217,0.5269,-0.0334,0.0462,22.7850,0.0479,22.9735,1.3803E-05,6.0851E-07,0.0044,-0.0000,-0.0000,34,0.2641,1.0000,0.9900,1.0000,0.9999,1.0000,42.2967,0.1702,0.0000,-0.0032,1.0000,0.0051
1318847,1318847,10,0,0.66107,0.00100,0.65992,0.00100,0.65992,0.00194,0.00,300.00,0.05,0.6611,0.001,43.538342,-0.61149,1.062,1.69,9.21,0.07,0.18,-999.00,57014.3867,0.9230,0.8302,0.8123,-0.0478,0.0724,23.3801,0.0700,23.6820,7.9793E-06,5.1433E-07,0.0195,-0.0000,-0.0000,27,0.7301,0.9999,0.8645,1.0000,0.9997,1.0000,43.0052,0.1523,0.0000,-0.0383,0.3870,0.0000
1319058,1319058,10,0,0.66951,0.00100,0.66811,0.00100,0.66811,0.00195,0.00,300.00,0.02,0.6695,0.001,33.944916,-4.6108150000000006,0.528,0.46,11.03,0.05,1.37,-999.00,57018.5820,0.9106,-0.3015,0.6872,-0.0086,0.0814,23.3734,0.0665,23.6236,8.0285E-06,4.9204E-07,0.0157,-0.0000,-0.0000,24,0.7787,0.7694,0.9458,0.9983,0.9401,0.9997,42.9469,0.1435,0.0000,-0.2532,0.2860,0.0000
1319066,1319066,10,0,0.33449,0.00100,0.33402,0.00100,0.33403,0.00167,0.00,300.00,0.01,0.3345,0.001,54.94883299999999,-28.900427,0.068,0.13,8.88,0.03,0.39,-999.00,57298.6680,0.4242,0.5808,0.3102,0.0849,0.0266,22.2206,0.0389,22.0058,2.3214E-05,8.3238E-07,0.0022,-0.0000,-0.0000,51,0.5323,0.9794,0.9812,0.9994,0.9978,1.0000,41.3291,0.2064,0.0000,0.0248,1.0000,0.0334
1319366,1319366,10,1,0.23572,0.00100,0.23482,0.00100,0.23482,0.00159,0.00,300.00,0.03,0.2357,0.001,41.495831,-1.088056,1.142,0.94,9.56,0.01,0.53,-999.00,57304.6484,0.2401,1.4818,0.1798,-0.0145,0.0161,20.6819,0.0209,20.9335,9.5770E-05,1.8401E-06,0.0005,-0.0000,-0.0000,45,0.9589,0.9994,0.8425,1.0000,0.9998,1.0000,40.2567,0.1233,0.0000,0.0131,1.0000,0.0105
1319539,1319539,10,0,0.37277,0.00100,0.37176,0.00100,0.37176,0.00170,0.00,300.00,0.03,0.3728,0.001,41.114513,-1.5898860000000001,0.266,0.32,10.55,0.03,1.26,-999.00,57302.1523,0.4395,1.1420,0.3407,0.0443,0.0225,21.9931,0.0314,22.0674,2.8625E-05,8.2668E-07,0.0020,-0.0000,-0.0000,49,0.6685,0.9886,0.9850,0.9999,0.9998,1.0000,41.3906,0.1439,0.0000,-0.0098,1.0000,0.0117
1319653,1319653,10,0,0.59613,0.00100,0.59552,0.00100,0.59552,0.00188,0.00,300.00,0.01,0.5961,0.001,53.468742000000006,-27.335154,0.207,0.27,10.60,0.04,1.44,-999.00,57023.3281,0.5945,0.2058,0.5865,-0.0072,0.0601,23.1784,0.0625,23.3444,9.6083E-06,5.5301E-07,0.0101,-0.0000,-0.0000,31,0.9416,0.9948,0.9787,1.0000,0.9996,1.0000,42.6676,0.1488,0.0000,-0.0916,0.5520,0.0000
1319667,1319667,10,0,0.67818,0.00100,0.67756,0.00100,0.67756,0.00195,0.00,300.00,0.01,0.6782,0.001,54.432258999999995,-26.696482,0.716,0.42,10.81,0.04,0.66,-999.00,57005.4258,0.9602,0.8070,0.7650,0.1886,0.0650,23.5785,0.0661,23.6606,6.6468E-06,4.0477E-07,0.0147,-0.0000,-0.0000,41,0.3065,0.9664,0.9700,0.9850,0.9974,0.4777,42.9838,0.1320,0.0169,-0.5215,0.3450,0.0000
1319711,1319711,10,0,0.24270,0.00100,0.24171,0.00100,0.24171,0.00159,0.00,300.00,0.02,0.2427,0.001,36.47266,-4.849606,0.272,0.35,10.11,0.08,1.32,-999.00,57019.6758,0.1810,-0.2823,0.1982,-0.0752,0.0199,20.8593,0.0251,21.0908,8.1334E-05,1.8765E-06,0.0020,-0.0000,-0.0000,17,0.5464,1.0000,0.9556,1.0000,0.9999,0.9999,40.4140,0.1193,0.0000,-0.0237,1.0000,0.0097
1319776,1319776,10,0,0.66040,0.00100,0.65980,0.00100,0.65980,0.00194,0.00,300.00,0.01,0.6604,0.001,54.932148,-26.508446000000003,0.603,0.70,10.24,0.01,0.56,-999.00,57013.4336,1.4587,-0.1835,0.9243,0.2262,0.0794,23.9157,0.0678,23.8672,4.8722E-06,3.0421E-07,0.0033,-0.0000,-0.0000,40,0.9405,0.6433,0.9486,0.9372,0.9955,0.7753,43.1904,0.1842,0.0105,-0.6676,0.3900,0.0000
1319821,1319821,10,101,0.30929,0.00100,0.30880,0.00100,0.30880,0.00165,0.00,300.00,0.01,0.3093,0.001,53.357265000000005,-29.471196999999997,3.107,2.54,10.25,0.01,0.56,-999.00,57020.5273,0.2023,-0.3586,0.2320,-0.0746,0.0197,21.5869,0.0301,21.7848,4.1615E-05,1.1520E-06,0.0015,-0.0000,-0.0000,41,0.6879,0.9997,0.9900,1.0000,0.9999,1.0000,41.1081,0.1150,0.0000,-0.0043,1.0000,0.0070
1319840,1319840,10,0,0.49025,0.00100,0.48970,0.00100,0.48970,0.00180,0.00,300.00,0.01,0.4902,0.001,53.651168999999996,-28.866386,0.875,0.93,10.29,0.01,0.65,-999.00,57017.2969,0.6581,-0.0908,0.5434,0.0047,0.0486,22.7879,0.0566,22.8710,1.3767E-05,7.1740E-07,0.0072,-0.0000,-0.0000,30,0.6806,0.9999,0.9800,1.0000,0.9999,1.0000,42.1942,0.1394,0.0000,-0.0935,0.8160,0.0000
